sig,total_return,max_drawdown
-5.0,0.1553446913049661,-0.08944339744092356
-4.9,0.1553446913049661,-0.08944339744092356
-4.800000000000001,0.1553446913049661,-0.08944339744092356
-4.700000000000001,0.1553446913049661,-0.08944339744092356
-4.600000000000001,0.1553446913049661,-0.08944339744092356
-4.500000000000002,0.18073688232265783,-0.08944339744092356
-4.400000000000002,0.11635638170724993,-0.08944339744092356
-4.3000000000000025,0.11635638170724993,-0.08944339744092356
-4.200000000000003,0.11635638170724993,-0.08944339744092356
-4.100000000000003,0.11635638170724993,-0.08944339744092356
-4.0000000000000036,0.11635638170724993,-0.08944339744092356
-3.900000000000004,0.11635638170724993,-0.08944339744092356
-3.8000000000000043,0.11635638170724993,-0.08944339744092356
-3.7000000000000046,0.11635638170724993,-0.08944339744092356
-3.600000000000005,0.11635638170724993,-0.08944339744092356
-3.5000000000000053,0.11635638170724993,-0.08944339744092356
-3.4000000000000057,0.11635638170724993,-0.08944339744092356
-3.300000000000006,0.12933726986663663,-0.08944339744092344
-3.2000000000000064,0.12933726986663663,-0.08944339744092344
-3.1000000000000068,0.12933726986663663,-0.08944339744092344
-3.000000000000007,0.12933726986663663,-0.08944339744092344
-2.9000000000000075,0.15084026434239117,-0.08944339744092344
-2.800000000000008,0.15084026434239117,-0.08944339744092344
-2.700000000000008,0.15084026434239117,-0.08944339744092344
-2.6000000000000085,0.1784015562094281,-0.11031781757864145
-2.500000000000009,0.1784015562094281,-0.11031781757864145
-2.4000000000000092,0.1784015562094281,-0.11031781757864145
-2.3000000000000096,0.07119425579365601,-0.11031781757864156
-2.20000000000001,0.07119425579365601,-0.11031781757864156
-2.1000000000000103,0.042981732184276034,-0.11031781757864156
-2.0000000000000107,0.04028436563552362,-0.11261871977455884
-1.900000000000011,0.04028436563552362,-0.11261871977455884
-1.8000000000000114,0.01704644235252628,-0.11261871977455873
-1.7000000000000117,0.0005975004394778161,-0.11261871977455884
-1.600000000000012,-0.018675645636402893,-0.1297111360870873
-1.5000000000000124,-0.027498741729581888,-0.1297111360870875
-1.4000000000000128,-0.050675606797990325,-0.12971113608708718
-1.3000000000000131,0.015710714404947312,-0.06885177497429618
-1.2000000000000135,0.015710714404947312,-0.06885177497429618
-1.1000000000000139,-0.017314335072991516,-0.07119330445885363
-1.0000000000000142,-0.017314335072991516,-0.07119330445885363
-0.9000000000000146,-0.013986017833611308,-0.06883217324052593
-0.8000000000000149,-0.02770788239656341,-0.06883217324052593
-0.7000000000000153,-0.02770788239656341,-0.06883217324052593
-0.6000000000000156,-0.02770788239656341,-0.06883217324052593
-0.500000000000016,-0.02770788239656341,-0.06883217324052593
-0.40000000000001634,-0.02770788239656341,-0.06883217324052593
-0.3000000000000167,0.03100886621209331,-0.06883217324052593
-0.20000000000001705,0.03100886621209331,-0.06883217324052593
-0.10000000000001741,0.035136203546809464,-0.06883217324052593
-1.7763568394002505e-14,0.035136203546809464,-0.06883217324052593
0.09999999999998188,0.019780891617894536,-0.07964088931634106
0.19999999999998153,0.047146756112771415,-0.07964088931634095
0.29999999999998117,-0.012453691665979538,-0.11992516410779264
0.3999999999999808,0.03380803788312803,-0.11992516410779297
0.49999999999998046,0.06224612306761568,-0.09571598577418838
0.5999999999999801,0.08138569285261776,-0.09571598577418838
0.6999999999999797,0.11950350271562171,-0.09142027676879438
0.7999999999999794,0.21062588084363765,-0.029731689630166702
0.899999999999979,0.2477227875062602,-0.024721310435596222
0.9999999999999787,0.251029447397044,-0.021334356898597306
1.0999999999999783,0.18612809860542634,-0.04864142876322808
1.199999999999978,0.18612809860542634,-0.04864142876322808
1.2999999999999776,0.15043928855889166,-0.04864142876322808
1.3999999999999773,0.15043928855889166,-0.04864142876322808
1.499999999999977,0.10390529487817668,-0.04864142876322808
1.5999999999999766,0.10390529487817668,-0.04864142876322808
1.6999999999999762,0.10390529487817668,-0.04864142876322808
1.7999999999999758,0.1022082844325527,-0.04864142876322808
1.8999999999999755,0.1022082844325527,-0.04864142876322808
1.9999999999999751,0.10664909138030687,-0.04864142876322808
2.0999999999999748,0.10664909138030687,-0.04864142876322808
2.1999999999999744,0.10260653762183991,-0.04864142876322808
2.299999999999974,0.11213323077173065,-0.04472271914132375
2.3999999999999737,0.060971747304856105,-0.07199181966983847
2.4999999999999734,0.14239152269849908,-0.07199181966983847
2.599999999999973,0.14239152269849908,-0.07199181966983847
2.6999999999999726,0.14239152269849908,-0.07199181966983847
2.7999999999999723,0.08638398903153699,-0.07199181966983825
2.899999999999972,0.08638398903153699,-0.07199181966983825
2.9999999999999716,0.08638398903153699,-0.07199181966983825
3.0999999999999712,0.10558370606891265,-0.07199181966983847
3.199999999999971,-0.035508621897763826,-0.06259426847662142
3.2999999999999705,-0.035508621897763826,-0.06259426847662142
3.39999999999997,-0.03397035813683502,-0.06259426847662142
3.49999999999997,-0.03397035813683502,-0.06259426847662142
3.5999999999999694,-0.045428738925358036,-0.06259426847662142
3.699999999999969,-0.045428738925358036,-0.06259426847662142
3.7999999999999687,-0.045428738925358036,-0.06259426847662142
3.8999999999999684,-0.045428738925358036,-0.06259426847662142
3.999999999999968,-0.045428738925358036,-0.06259426847662142
4.099999999999968,-0.1084549183424659,-0.15300019673421228
4.199999999999967,-0.1084549183424659,-0.15300019673421228
4.299999999999967,-0.1084549183424659,-0.15300019673421228
4.399999999999967,-0.1084549183424659,-0.15300019673421228
4.499999999999966,-0.1084549183424659,-0.15300019673421228
4.599999999999966,-0.1084549183424659,-0.15300019673421228
4.6999999999999655,-0.1084549183424659,-0.15300019673421228
4.799999999999965,-0.1084549183424659,-0.15300019673421228
4.899999999999965,-0.048922945874585455,-0.10000000000000009
4.9999999999999645,-0.048922945874585455,-0.10000000000000009
